audit;supplier;test_name;purpose;description;actions;nist800-53_ref;risk_level;authors
run;cisco-cedge;snmp_viewdefref_set.cisco-cedge.gawk;check if <snmp view> definitions are referenced and references are defined;snmp views defined but not referenced in groups (or vice versa) indicate configuration inconsistencies;ensure all snmp view definitions are used in a group and all group view references have a matching view definition (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high | info;cedric llorens
run;cisco-cedge;ssh_setup_set.cisco-cedge.gawk;check if <ssh server> is set;missing ssh server configuration means secure remote management is not available and the device may fall back to insecure protocols;configure ssh server parameters (version, timeout, authentication retries) (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;cisco-cedge;ssh_versionv1_notset.cisco-cedge.gawk;check if <ssh version 1> is not set;ssh version 1 has known cryptographic vulnerabilities and must not be used for remote management;set <ip ssh version 2> to enforce ssh version 2 only (please refer to engineering/operations guidelines for further information);ac-17(1) | access control | ensure monitoring and control of remote access is automated;high;cedric llorens
run;cisco-ios;aaa_config_set.cisco-ios.gawk;check if <aaa config> is set;partial aaa configuration setup could endanger device security (authentication, authorization, and accounting must be configured);missing statements should be added to the configuration or setup exceptions (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;cisco-ios;aaa_user_notset.cisco-ios.gawk;check if <aaa users> are not set locally;local users can endanger the security of the system by allowing unauthorized access;remove local users or setup exceptions (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
run;cisco-ios;acl_configconsistency_set.cisco-ios.gawk;check if <acl rules> are consistent;inconsistent or redundant acl rules can lead to security vulnerabilities;remove inconsistent or redundant rules (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;info;cedric llorens
run;cisco-ios;acl_defref_set.cisco-ios.gawk;check if <acl> definitions are referenced;unreferenced acls can lead to security vulnerabilities;remove unreferenced acls or reference them (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high | info;cedric llorens
run;cisco-ios;global_banner_set.cisco-ios.gawk;check if <banner motd/login/exec> are set;banners can be used to display important information to users;set banners (please refer to engineering/operations guidelines for further information);ac-8 | access control | ensure system use notification banner is configured;high;cedric llorens
run;cisco-ios;global_enablepassword_notset.cisco-ios.gawk;check if <enable password> is not set;enable password can be used to gain privileged access to the device;set enable password (please refer to engineering/operations guidelines for further information);ia-5 | identification and authentication | ensure authenticator management is configured;high;cedric llorens
run;cisco-ios;global_http_notset.cisco-ios.gawk;check if <http statement> is not set;http statement can be used to gain privileged access to the device;set http statement (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
run;cisco-ios;global_logging_set.cisco-ios.gawk;check if <logging host> is set for centralized logging;logging can be used to track system events and potential security incidents;set logging host (please refer to engineering/operations guidelines for further information);au-12 | audit and accountability | ensure audit record generation is enabled;medium;cedric llorens
run;cisco-ios;global_nocdprun_set.cisco-ios.gawk;check if <no cdp run> is set and <cdp run> is not set;cdp can be used to gain unauthorized access to the device or reveal sensitive information;set <no cdp run> or remove <cdp run> (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high;cedric llorens
